YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Consumption_Pattern,ConditionType,Condition,Sex,AgeGroup,Direct_AAF,Direct_AAF_Alternate,Indirect_AAF_Low,Indirect_AAF_Low_Alt,Indirect_AAF_Medium,Indirect_AAF_Medium_Alt,Indirect_AAF_High,Indirect_AAF_High_Alt,LocationID,ClassID,ConditionID,ConsumptionID,Stratification1ID,Stratification2ID
2006,2010,SC,South Carolina,ARDI,Excessive Use,Chronic   ,"Low birth weight, prematurity, IUGR, death",Female,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,45,CHRONIC,LBWPID,EXCUSE,GENF,AGEGRP0
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Esophageal varices,Female,All Ages,0.40,0.40,,,,,,,08,CHRONIC,ESOVAR,EXCUSE,GENF,AGEGRP0
2006,2010,VA,Virginia,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Female,All Ages,0.24,0.24,,,,,,,52,CHRONIC,ACUPAN,EXCUSE,GENF,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Male,All Ages,,,N/A,0.00,0.01,0.01,0.02,0.02,19,CHRONIC,CHRHEP,EXCUSE,GENM,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,Esophageal cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,25,CHRONIC,ESOCAN,EXCUSE,GENF,AGEGRP0
2006,2010,MN,Minnesota,ARDI,Excessive Use,Chronic   ,Alcohol cardiomyopathy,Male,All Ages,1.00,1.00,,,,,,,27,CHRONIC,ALCCAR,EXCUSE,GENM,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Acute     ,Occupational and machine injuries,Female,All Ages,0.18,0.18,,,,,,,23,ACUTE,MACHOB,EXCUSE,GENF,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Fire injuries,Female,All Ages,0.42,0.42,,,,,,,26,ACUTE,FIREIN,EXCUSE,GENF,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Fire injuries,Male,All Ages,0.42,0.42,,,,,,,26,ACUTE,FIREIN,EXCUSE,GENM,AGEGRP0
2006,2010,IA,Iowa,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,55-64,0.28,0.28,,,,,,,19,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP13
2006,2010,CO,Colorado,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,08,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,GA,Georgia,ARDI,Excessive Use,Chronic   ,Epilepsy,Female,All Ages,0.15,0.15,,,,,,,13,CHRONIC,EPILEP,EXCUSE,GENF,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,25,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,CT,Connecticut,ARDI,Excessive Use,Acute     ,Air-space transport,Female,All Ages,0.18,0.18,,,,,,,09,ACUTE,AIRTRA,EXCUSE,GENF,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Hypertension,Female,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,50,CHRONIC,HYPERT,EXCUSE,GENF,AGEGRP0
2006,2010,SD,South Dakota,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Female,All Ages,1.00,1.00,,,,,,,46,CHRONIC,ALCLID,EXCUSE,GENF,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Chronic   ,Ischemic heart disease,Male,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,18,CHRONIC,ISCHTD,EXCUSE,GENM,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,Cholelithiases,Male,All Ages,,,N/A,0.00,-0.01,-0.01,-0.01,-0.01,55,CHRONIC,CHOLEL,EXCUSE,GENM,AGEGRP0
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.02,0.02,44,CHRONIC,OROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Chronic   ,Alcohol-induced chronic pancreatitis,Female,All Ages,1.00,1.00,,,,,,,18,CHRONIC,ALCCRP,EXCUSE,GENF,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Chronic   ,Degeneration of nervous system due to alcohol,Male,All Ages,1.00,1.00,,,,,,,16,CHRONIC,ALCNER,EXCUSE,GENM,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,"Low birth weight, prematurity, IUGR, death",Male,All Ages,,,N/A,0.00,0.02,0.02,0.02,0.02,30,CHRONIC,LBWPID,EXCUSE,GENM,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Alcohol polyneuropathy,Male,All Ages,1.00,1.00,,,,,,,30,CHRONIC,ALCPOL,EXCUSE,GENM,AGEGRP0
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Female,All Ages,0.00,0.00,,,,,,,08,CHRONIC,PROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Chronic   ,Alcohol dependence syndrome,Male,All Ages,1.00,1.00,,,,,,,56,CHRONIC,ALCDSY,EXCUSE,GENM,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,0-14,0.15,0.15,,,,,,,12,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP7
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,55,CHRONIC,CHRHEP,EXCUSE,GENF,AGEGRP0
2006,2010,MN,Minnesota,ARDI,Excessive Use,Acute     ,Aspiration,Male,All Ages,0.18,0.18,,,,,,,27,ACUTE,ASPIRA,EXCUSE,GENM,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,0-14,0.15,0.15,,,,,,,23,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP7
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,Alcohol-induced chronic pancreatitis,Female,All Ages,1.00,1.00,,,,,,,11,CHRONIC,ALCCRP,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Acute     ,Water transport,Female,All Ages,0.18,0.18,,,,,,,02,ACUTE,WATTRA,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,53,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,SD,South Dakota,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Female,All Ages,0.00,0.00,,,,,,,46,CHRONIC,PROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Acute     ,Poisoning (not alcohol),Male,All Ages,0.29,0.29,,,,,,,53,ACUTE,POISON,EXCUSE,GENM,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Male,All Ages,0.00,0.00,,,,,,,02,CHRONIC,SPONAB,EXCUSE,GENM,AGEGRP0
2006,2010,OH,Ohio,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,39,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,US,National,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,65+,0.08,0.08,,,,,,,00,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP5
2006,2010,DC,District of Columbia,ARDI,Excessive Use,Chronic   ,Psoriasis,Female,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,11,CHRONIC,PSORIA,EXCUSE,GENF,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Female,All Ages,0.40,0.40,,,,,,,56,CHRONIC,LIVCIR,EXCUSE,GENF,AGEGRP0
2006,2010,TN,Tennessee,ARDI,Excessive Use,Acute     ,Fire injuries,Male,All Ages,0.42,0.42,,,,,,,47,ACUTE,FIREIN,EXCUSE,GENM,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Chronic   ,Alcohol abuse,Female,All Ages,1.00,1.00,,,,,,,23,CHRONIC,ALCABU,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Cholelithiases,Male,All Ages,,,N/A,0.00,-0.01,-0.01,-0.01,-0.01,02,CHRONIC,CHOLEL,EXCUSE,GENM,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,54,CHRONIC,SUCADY,EXCUSE,GENF,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Chronic   ,Alcoholic myopathy,Female,All Ages,1.00,1.00,,,,,,,21,CHRONIC,ALCMYO,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,0-14,0.15,0.15,,,,,,,02,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP7
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Female,All Ages,0.04,0.04,,,,,,,53,CHRONIC,SPONAB,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,45-54,0.28,0.28,,,,,,,17,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP12
2006,2010,SD,South Dakota,ARDI,Excessive Use,Acute     ,Motor-vehicle nontraffic crashes,Female,All Ages,0.18,0.18,,,,,,,46,ACUTE,MTVNTR,EXCUSE,GENF,AGEGRP0
2006,2010,US,National,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.06,0.06,00,CHRONIC,OROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,MI,Michigan,ARDI,Excessive Use,Acute     ,Homicide,Male,All Ages,0.47,0.47,,,,,,,26,ACUTE,HOMICI,EXCUSE,GENM,AGEGRP0
2006,2010,MD,Maryland,ARDI,Excessive Use,Acute     ,Excessive blood alcohol level,Male,All Ages,1.00,1.00,,,,,,,24,ACUTE,ALCBLA,EXCUSE,GENM,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Alcohol abuse,Female,All Ages,1.00,1.00,,,,,,,50,CHRONIC,ALCABU,EXCUSE,GENF,AGEGRP0
2006,2010,SD,South Dakota,ARDI,Excessive Use,Chronic   ,Portal hypertension,Male,All Ages,0.40,0.40,,,,,,,46,CHRONIC,PORHYP,EXCUSE,GENM,AGEGRP0
2006,2010,LA,Louisiana,ARDI,Excessive Use,Acute     ,Aspiration,Male,All Ages,0.18,0.18,,,,,,,21,ACUTE,ASPIRA,EXCUSE,GENM,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,02,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Homicide,Female,All Ages,0.47,0.47,,,,,,,48,ACUTE,HOMICI,EXCUSE,GENF,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,Epilepsy,Female,All Ages,0.15,0.15,,,,,,,01,CHRONIC,EPILEP,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,12,CHRONIC,SUCADY,EXCUSE,GENF,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,25-34,0.49,0.49,,,,,,,40,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP10
2006,2010,AZ,Arizona,ARDI,Excessive Use,Acute     ,Occupational and machine injuries,Male,All Ages,0.18,0.18,,,,,,,04,ACUTE,MACHOB,EXCUSE,GENM,AGEGRP0
2006,2010,US,National,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Female,All Ages,0.00,0.00,,,,,,,00,CHRONIC,PROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,AR,Arkansas,ARDI,Excessive Use,Chronic   ,Ischemic heart disease,Male,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,05,CHRONIC,ISCHTD,EXCUSE,GENM,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Chronic   ,Liver cancer,Male,All Ages,,,N/A,0.00,0.02,0.02,0.03,0.03,21,CHRONIC,LIVCAN,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Chronic   ,Alcoholic psychosis,Male,All Ages,1.00,1.00,,,,,,,33,CHRONIC,ALCPSY,EXCUSE,GENM,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,Psoriasis,Male,All Ages,,,N/A,0.00,0.00,0.00,0.01,0.01,55,CHRONIC,PSORIA,EXCUSE,GENM,AGEGRP0
2006,2010,TN,Tennessee,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,47,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,VT,Vermont,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Male,All Ages,,,N/A,0.00,0.00,0.00,0.01,0.01,50,CHRONIC,PROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,NE,Nebraska,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Male,All Ages,,,N/A,0.00,0.00,0.00,0.02,0.02,31,CHRONIC,CHRHEP,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Chronic   ,Chronic pancreatitis,Female,All Ages,0.84,0.84,,,,,,,33,CHRONIC,CHRPAN,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,35-44,0.34,0.34,,,,,,,53,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP11
2006,2010,KY,Kentucky,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,21,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,Fetal alcohol syndrome,Male,All Ages,1.00,1.00,,,,,,,15,CHRONIC,ALCFAS,EXCUSE,GENM,AGEGRP0
2006,2010,KY,Kentucky,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,35-44,0.34,0.34,,,,,,,21,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP11
2006,2010,CT,Connecticut,ARDI,Excessive Use,Acute     ,Occupational and machine injuries,Female,All Ages,0.18,0.18,,,,,,,09,ACUTE,MACHOB,EXCUSE,GENF,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,20-24,0.36,0.36,,,,,,,02,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP9
2006,2010,US,National,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Male,All Ages,0.00,0.00,,,,,,,00,CHRONIC,SPONAB,EXCUSE,GENM,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,55-64,0.28,0.28,,,,,,,23,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP13
2006,2010,TX,Texas,ARDI,Excessive Use,Acute     ,Suicide,Female,All Ages,0.23,0.23,,,,,,,48,ACUTE,SUICID,EXCUSE,GENF,AGEGRP0
2006,2010,WV,West Virginia,ARDI,Excessive Use,Acute     ,Poisoning (not alcohol),Male,All Ages,0.29,0.29,,,,,,,54,ACUTE,POISON,EXCUSE,GENM,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Acute     ,Motor-vehicle nontraffic crashes,Female,All Ages,0.18,0.18,,,,,,,16,ACUTE,MTVNTR,EXCUSE,GENF,AGEGRP0
2006,2010,KS,Kansas,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,20,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,OK,Oklahoma,ARDI,Excessive Use,Chronic   ,Epilepsy,Female,All Ages,0.15,0.15,,,,,,,40,CHRONIC,EPILEP,EXCUSE,GENF,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Chronic   ,Esophageal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.04,0.04,55,CHRONIC,ESOCAN,EXCUSE,GENM,AGEGRP0
2006,2010,NM,New Mexico,ARDI,Excessive Use,Acute     ,Drowning,Female,All Ages,0.34,0.34,,,,,,,35,ACUTE,DROWNI,EXCUSE,GENF,AGEGRP0
2006,2010,AZ,Arizona,ARDI,Excessive Use,Acute     ,Homicide,Male,All Ages,0.47,0.47,,,,,,,04,ACUTE,HOMICI,EXCUSE,GENM,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Supraventricular cardiac dysrhythmia,Female,All Ages,,,N/A,0.00,0.02,0.02,0.00,0.00,30,CHRONIC,SUCADY,EXCUSE,GENF,AGEGRP0
2006,2010,NY,New York,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Female,All Ages,0.00,0.00,,,,,,,36,CHRONIC,PROCAN,EXCUSE,GENF,AGEGRP0
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Portal hypertension,Male,All Ages,0.40,0.40,,,,,,,41,CHRONIC,PORHYP,EXCUSE,GENM,AGEGRP0
2006,2010,MN,Minnesota,ARDI,Excessive Use,Acute     ,Fire injuries,Female,All Ages,0.42,0.42,,,,,,,27,ACUTE,FIREIN,EXCUSE,GENF,AGEGRP0
2006,2010,FL,Florida,ARDI,Excessive Use,Chronic   ,Alcohol dependence syndrome,Male,All Ages,1.00,1.00,,,,,,,12,CHRONIC,ALCDSY,EXCUSE,GENM,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,"Low birth weight, prematurity, IUGR, death",Male,All Ages,,,N/A,0.00,0.02,0.02,0.02,0.02,25,CHRONIC,LBWPID,EXCUSE,GENM,AGEGRP0
2006,2010,MO,Missouri,ARDI,Excessive Use,Chronic   ,"Stroke, hemorrhagic",Male,All Ages,,,N/A,0.00,0.03,0.03,0.07,0.07,29,CHRONIC,STROKH,EXCUSE,GENM,AGEGRP0
2006,2010,NC,North Carolina,ARDI,Excessive Use,Acute     ,Suicide,Male,All Ages,0.23,0.23,,,,,,,37,ACUTE,SUICID,EXCUSE,GENM,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Acute     ,Alcohol poisoning,Male,All Ages,1.00,1.00,,,,,,,17,ACUTE,ALCPOI,EXCUSE,GENM,AGEGRP0
2006,2010,CT,Connecticut,ARDI,Excessive Use,Acute     ,Aspiration,Female,All Ages,0.18,0.18,,,,,,,09,ACUTE,ASPIRA,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Male,All Ages,1.00,1.00,,,,,,,17,CHRONIC,ALCGAS,EXCUSE,GENM,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,65+,0.12,0.12,,,,,,,34,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP5
2006,2010,MT,Montana,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Female,All Ages,0.04,0.04,,,,,,,30,CHRONIC,SPONAB,EXCUSE,GENF,AGEGRP0
2006,2010,WY,Wyoming,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Male,All Ages,0.00,0.00,,,,,,,56,CHRONIC,SPONAB,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Chronic   ,Degeneration of nervous system due to alcohol,Female,All Ages,1.00,1.00,,,,,,,33,CHRONIC,ALCNER,EXCUSE,GENF,AGEGRP0
2006,2010,WA,Washington,ARDI,Excessive Use,Chronic   ,Degeneration of nervous system due to alcohol,Female,All Ages,1.00,1.00,,,,,,,53,CHRONIC,ALCNER,EXCUSE,GENF,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Acute     ,Aspiration,Male,All Ages,0.18,0.18,,,,,,,33,ACUTE,ASPIRA,EXCUSE,GENM,AGEGRP0
2006,2010,NH,New Hampshire,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,33,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,NV,Nevada,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Female,All Ages,1.00,1.00,,,,,,,32,CHRONIC,ALCLID,EXCUSE,GENF,AGEGRP0
2006,2010,OR,Oregon,ARDI,Excessive Use,Chronic   ,Oropharyngeal cancer,Male,All Ages,,,N/A,0.00,0.01,0.01,0.05,0.05,41,CHRONIC,OROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,AR,Arkansas,ARDI,Excessive Use,Chronic   ,Spontaneous abortion (females only),Male,All Ages,0.00,0.00,,,,,,,05,CHRONIC,SPONAB,EXCUSE,GENM,AGEGRP0
2006,2010,ND,North Dakota,ARDI,Excessive Use,Chronic   ,Alcohol-induced chronic pancreatitis,Male,All Ages,1.00,1.00,,,,,,,38,CHRONIC,ALCCRP,EXCUSE,GENM,AGEGRP0
2006,2010,AR,Arkansas,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,05,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,AK,Alaska,ARDI,Excessive Use,Chronic   ,Breast cancer (females only),Female,All Ages,,,N/A,0.00,0.01,0.01,0.00,0.00,02,CHRONIC,BRECAN,EXCUSE,GENF,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,"Liver cirrhosis, unspecified",Male,All Ages,0.40,0.40,,,,,,,25,CHRONIC,LIVCIR,EXCUSE,GENM,AGEGRP0
2006,2010,NV,Nevada,ARDI,Excessive Use,Chronic   ,Fetus and newborn affected by maternal use of alcohol,Male,All Ages,1.00,1.00,,,,,,,32,CHRONIC,ALCMAU,EXCUSE,GENM,AGEGRP0
2006,2010,IN,Indiana,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Male,0-14,0.15,0.15,,,,,,,18,ACUTE,MTVTRA,EXCUSE,GENM,AGEGRP7
2006,2010,KS,Kansas,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.03,0.03,0.03,0.03,20,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,Alcoholic myopathy,Male,All Ages,1.00,1.00,,,,,,,10,CHRONIC,ALCMYO,EXCUSE,GENM,AGEGRP0
2006,2010,DE,Delaware,ARDI,Excessive Use,Chronic   ,Laryngeal cancer,Male,All Ages,,,N/A,0.00,0.03,0.03,0.06,0.06,10,CHRONIC,LARCAN,EXCUSE,GENM,AGEGRP0
2006,2010,MD,Maryland,ARDI,Excessive Use,Acute     ,Drowning,Female,All Ages,0.34,0.34,,,,,,,24,ACUTE,DROWNI,EXCUSE,GENF,AGEGRP0
2006,2010,CO,Colorado,ARDI,Excessive Use,Chronic   ,Prostate cancer (males only),Male,All Ages,,,N/A,0.00,0.00,0.00,0.00,0.00,08,CHRONIC,PROCAN,EXCUSE,GENM,AGEGRP0
2006,2010,MA,Massachusetts,ARDI,Excessive Use,Chronic   ,Fetal alcohol syndrome,Female,All Ages,1.00,1.00,,,,,,,25,CHRONIC,ALCFAS,EXCUSE,GENF,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,Fetal alcohol syndrome,Male,All Ages,1.00,1.00,,,,,,,01,CHRONIC,ALCFAS,EXCUSE,GENM,AGEGRP0
2006,2010,ND,North Dakota,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,38,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,AL,Alabama,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,01,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,NJ,New Jersey,ARDI,Excessive Use,Chronic   ,Liver cancer,Female,All Ages,,,N/A,0.00,0.03,0.03,0.01,0.01,34,CHRONIC,LIVCAN,EXCUSE,GENF,AGEGRP0
2006,2010,GA,Georgia,ARDI,Excessive Use,Chronic   ,Esophageal cancer,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,13,CHRONIC,ESOCAN,EXCUSE,GENF,AGEGRP0
2006,2010,WI,Wisconsin,ARDI,Excessive Use,Acute     ,Fall injuries,Female,All Ages,0.32,0.32,,,,,,,55,ACUTE,FALLSS,EXCUSE,GENF,AGEGRP0
2006,2010,MT,Montana,ARDI,Excessive Use,Acute     ,Suicide by and exposure to alcohol,Female,All Ages,1.00,1.00,,,,,,,30,ACUTE,ALCSUC,EXCUSE,GENF,AGEGRP0
2006,2010,HI,Hawaii,ARDI,Excessive Use,Chronic   ,Chronic hepatitis,Female,All Ages,,,N/A,0.00,0.01,0.01,0.01,0.01,15,CHRONIC,CHRHEP,EXCUSE,GENF,AGEGRP0
2006,2010,TX,Texas,ARDI,Excessive Use,Chronic   ,Acute pancreatitis,Male,All Ages,0.24,0.24,,,,,,,48,CHRONIC,ACUPAN,EXCUSE,GENM,AGEGRP0
2006,2010,ME,Maine,ARDI,Excessive Use,Acute     ,Hypothermia,Male,All Ages,0.42,0.42,,,,,,,23,ACUTE,HYPOTH,EXCUSE,GENM,AGEGRP0
2006,2010,TN,Tennessee,ARDI,Excessive Use,Chronic   ,"Stroke, ischemic",Male,All Ages,,,N/A,0.00,0.02,0.02,0.01,0.01,47,CHRONIC,STROKI,EXCUSE,GENM,AGEGRP0
2006,2010,ID,Idaho,ARDI,Excessive Use,Chronic   ,Alcohol polyneuropathy,Female,All Ages,1.00,1.00,,,,,,,16,CHRONIC,ALCPOL,EXCUSE,GENF,AGEGRP0
2006,2010,IL,Illinois,ARDI,Excessive Use,Chronic   ,Alcoholic liver disease,Male,All Ages,1.00,1.00,,,,,,,17,CHRONIC,ALCLID,EXCUSE,GENM,AGEGRP0
2006,2010,NM,New Mexico,ARDI,Excessive Use,Acute     ,Motor-vehicle traffic crashes,Female,15-19,0.20,0.20,,,,,,,35,ACUTE,MTVTRA,EXCUSE,GENF,AGEGRP8
2006,2010,RI,Rhode Island,ARDI,Excessive Use,Chronic   ,Alcoholic gastritis,Female,All Ages,1.00,1.00,,,,,,,44,CHRONIC,ALCGAS,EXCUSE,GENF,AGEGRP0
